HYBAS_ID,hydrobasins_attribute__h_flood_prone_terrain,hydrobasins_upstream_area_km2,hydrobasins_local_area_km2,hydrobasins_upstream_to_local_area_ratio,hydrobasins_dist_main,hydrobasins_dist_sink,hydrobasins_order,hydrobasins_pfaf_id,hydrobasins_main_bas,hydrobasins_next_down,h_precip_variability,h_drought_intensity,h_flood_prone_terrain,e_population_density,e_built_up_fraction,e_cropland_fraction,s_slope_mean,s_ecological_fragility,s_water_stress_proxy,a_surface_water_fraction,a_green_blue_space_fraction,a_economic_proxy
4060837170,12.296495903761103,218926.5,16429.0,13.325613244871873,3776.7,3776.7,1,434993,4060009880,4060872820,0.973297456605869,8,0,21.987,1,3,220,37.0,260,0,63,6737
4060837180,9.536603529986198,13856.8,13855.9,1.0000649542794044,3776.5,3776.5,2,434992,4060009880,4060872820,1.1027624791345203,9,0,5.064,0,1,215,51.0,257,2,51,16602
4060847380,12.976319515021604,432058.9,16407.9,26.33237038255962,2913.0,2913.0,1,434975,4060009880,4060810390,0.9592602264555624,10,1,120.191,2,17,200,62.0,356,1,40,13363
4060847390,9.5033084488572,13403.0,13403.0,1.0,2912.8,2912.8,2,434974,4060009880,4060810390,0.9091054544290929,20,3,161.893,3,22,133,62.0,384,2,40,6395
4060853610,10.43164510688045,33915.1,16462.6,2.0601302345923487,2591.5,2591.5,2,434927,4060009880,4060801670,0.6839199301427595,-6,17,321.31,9,36,99,41.0,129,7,69,5509
4060853730,8.788166445804755,6555.2,6555.2,1.0,2591.5,2591.5,3,434926,4060009880,4060801670,0.684858619623671,-11,15,520.67,10,21,109,77.0,100,1,24,5509
4060855410,9.2483776928893,10386.7,10386.7,1.0,1864.7,1864.7,3,434896,4060009880,4060857710,0.5637639601661837,-7,34,187.206,6,13,118,45.0,132,1,56,7185
4060855550,10.135796968674631,25229.2,702.9,35.893014653578035,1864.5,1864.5,2,434897,4060009880,4060857710,0.5476414169995096,-10,22,196.528,9,12,87,29.0,140,0,71,10166
4060856600,9.243233415278208,10333.4,10333.4,1.0,1520.6,1520.6,4,434824,4060009880,4060835360,0.4536652103032773,-29,37,215.098,8,16,97,28.0,68,3,75,10121
4060856770,10.910251329573706,54733.6,1295.8,42.239234449760765,1520.8,1520.8,3,434825,4060009880,4060835360,0.4151237437469958,-26,69,364.274,14,24,51,47.0,60,5,60,10166
4060857280,9.783329198042276,17734.6,17734.2,1.0000225552886512,1906.8,1906.8,2,434899,4060009880,4060855550,0.5934110662474469,-10,11,148.159,3,10,139,48.0,116,0,52,5716
4060857570,8.823647949191303,6792.0,6792.0,1.0,1906.8,1906.8,3,434898,4060009880,4060855550,0.5524523195864726,-16,15,111.652,3,7,112,27.0,107,1,74,9486
4060857710,10.487157421718036,35851.1,235.5,152.23397027600848,1840.4,1840.4,2,434895,4060009880,4060830030,0.5371060278344524,-14,37,249.532,4,12,147,14.0,123,0,86,10166
4060857900,8.347258598433172,4217.6,4217.6,1.0,1840.4,1840.4,3,434894,4060009880,4060830030,0.5247559572746769,-24,17,97.999,2,13,147,23.0,73,2,79,10141
4060859240,9.115612022875542,9095.2,9095.1,1.0000109949313367,1013.1,1013.1,3,434480,4060009880,4060817390,0.5050170825625455,-25,48,184.151,11,19,90,33.0,114,4,71,8829
4060859250,10.759813819642224,47088.9,86.5,544.3803468208092,1013.3,1013.3,2,434491,4060009880,4060817390,0.586636886752282,-16,88,1036.84,54,20,40,57.0,195,0,50,8821
4060861310,8.031287796610469,3074.7,3074.7,1.0,1025.1,1025.1,3,434492,4060009880,4060859250,0.6003700382912139,-23,23,104.801,5,10,97,15.0,163,1,86,8821
4060861390,10.690329973223369,43928.0,9167.1,4.791918927468883,1025.3,1025.3,2,434493,4060009880,4060859250,0.5434948386329208,-23,29,178.725,7,17,96,50.0,130,9,60,8852
4060863830,10.63728951363685,41658.7,20299.1,2.0522436955333,1579.2,1579.2,3,434827,4060009880,4060856770,0.4729689843204316,-20,54,401.036,17,26,70,47.0,132,3,59,10165
4060863840,9.374141479132758,11778.8,11778.7,1.0000084899012622,1579.1,1579.1,4,434826,4060009880,4060856770,0.4866270017059368,-25,35,302.644,14,15,100,37.0,100,15,78,10156
4060867040,9.27120966973937,10626.6,10626.6,1.0,2784.2,2784.2,3,434928,4060009880,4060853610,0.781383832674027,-1,7,313.315,7,39,136,70.0,164,1,31,5573
4060867050,8.867934566501141,7099.6,7099.6,1.0,2784.1,2784.1,2,434929,4060009880,4060853610,0.803167324785865,-9,13,324.46,9,35,126,68.0,142,2,34,5509
4060869520,11.669137447424168,116906.4,14843.4,7.875985286389911,3365.3,3365.3,2,434983,4060009880,4060872680,1.0302075570420015,5,1,29.831,0,6,255,46.0,331,4,58,17421
4060869640,9.31148802598103,11063.4,11063.4,1.0,3365.1,3365.1,3,434982,4060009880,4060872680,0.9957636203755048,7,0,148.514,3,13,198,54.0,348,5,51,18318
4060872680,11.761240733598006,128185.4,215.6,594.551948051948,3348.7,3348.7,2,434981,4060009880,4060894110,1.0210959905073818,32,1,99.014,6,9,187,53.0,614,0,47,18318
4060872820,12.456651192005356,256952.7,24955.7,10.29635313776011,3348.5,3348.5,1,434991,4060009880,4060894110,0.9938563032831836,20,1,111.455,4,10,178,52.0,444,5,57,7281
4060882890,12.909094163956883,403968.3,8349.8,48.38059594241778,3106.7,3106.7,1,434977,4060009880,4060847380,1.0268067886575605,21,1,95.711,1,10,168,50.0,470,1,52,13264
4060883040,9.366223835380763,11685.9,11685.9,1.0,3106.8,3106.8,2,434976,4060009880,4060847380,0.948700399608882,16,9,430.009,10,14,124,43.0,384,28,90,6537
4060884430,9.12995427201693,9226.6,9226.6,1.0,1861.0,1861.0,4,434828,4060009880,4060863830,0.5393458769875761,-26,36,175.437,7,17,119,40.0,95,2,62,9030
4060884440,9.40379143211288,12133.3,12133.3,1.0,1861.0,1861.0,3,434829,4060009880,4060863830,0.5541290278551769,-24,22,188.009,9,14,125,36.0,117,4,68,10110
4060893870,8.87269745037063,7133.5,7133.5,1.0,1284.5,1284.5,2,434499,4060009880,4060896610,0.6279773475552475,-26,29,209.931,11,12,86,35.0,162,3,68,9014
4060893880,8.959195929246913,7778.1,7778.0,1.0000128567755209,1284.7,1284.7,3,434498,4060009880,4060896610,0.6191752706069175,-24,10,190.055,10,10,93,33.0,147,2,69,9345
4060894110,12.864457041590928,386332.8,1195.4,323.18286765936085,3254.8,3254.8,1,434979,4060009880,4060882890,1.0230142082720906,35,1,138.862,6,8,158,80.0,651,1,21,17292
4060894390,9.136489289900302,9287.1,9286.9,1.0000215357115938,3254.8,3254.8,2,434978,4060009880,4060882890,0.9761646219691458,30,0,140.746,3,12,122,55.0,558,4,49,6683
4060896610,9.852215310558552,18999.4,4087.6,4.6480575398767,1232.1,1232.1,2,434497,4060009880,4060897210,0.5962236247202791,-22,19,270.216,13,13,89,61.0,157,5,44,8821
4060896760,8.965181246604292,7824.8,7824.7,1.0000127800426857,1231.9,1231.9,3,434496,4060009880,4060897210,0.6282159060252369,-25,25,172.145,9,11,93,41.0,121,1,60,8839
4060897200,8.952307712547396,7724.7,7724.7,1.0,1211.6,1211.6,3,434494,4060009880,4060861390,0.5795825027365124,-25,18,254.458,10,12,114,49.0,109,7,58,8929
4060897210,10.204980070261314,27036.5,212.1,127.47053276756247,1211.7,1211.7,2,434495,4060009880,4060861390,0.5862580980709852,-18,52,1836.884,34,17,74,71.0,165,0,31,8821
